"REF_DATE","GEO","DGUID","Labour force characteristics","Educational attainment","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.1","","","","1"
"2019-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.1","","","","1"
"2019-03","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.3","","","","1"
"2019-04","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.9","","","","1"
"2019-05","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.5","","","","1"
"2019-06","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.3","","","","1"
"2019-07","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.0","","","","1"
"2019-08","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.3","","","","1"
"2019-09","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.1","","","","1"
"2019-10","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.0","","","","1"
"2019-11","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.4","","","","1"
"2019-12","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.2","","","","1"
"2020-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.9","","","","1"
"2020-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.0","","","","1"
"2020-03","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","8.9","","","","1"
"2020-04","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","14.0","","","","1"
"2020-05","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","14.3","","","","1"
"2020-06","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","11.9","","","","1"
"2020-07","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","11.4","","","","1"
"2020-08","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","11.1","","","","1"
"2020-09","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","8.4","","","","1"
"2020-10","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","8.2","","","","1"
"2020-11","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","8.0","","","","1"
"2020-12","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","8.2","","","","1"
"2021-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","9.8","","","","1"
"2021-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","8.8","","","","1"
"2021-03","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","8.2","","","","1"
"2021-04","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","8.5","","","","1"
"2021-05","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","8.4","","","","1"
"2021-06","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","7.4","","","","1"
"2021-07","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","7.7","","","","1"
"2021-08","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","8.1","","","","1"
"2021-09","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.5","","","","1"
"2021-10","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.9","","","","1"
"2021-11","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.7","","","","1"
"2021-12","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.4","","","","1"
"2022-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.9","","","","1"
"2022-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.7","","","","1"
"2022-03","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.7","","","","1"
"2022-04","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.5","","","","1"
"2022-05","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.1","","","","1"
"2022-06","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","4.7","","","","1"
"2022-07","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.2","","","","1"
"2022-08","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.9","","","","1"
"2022-09","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","4.7","","","","1"
"2022-10","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","4.7","","","","1"
"2022-11","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","4.7","","","","1"
"2022-12","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","4.5","","","","1"
"2023-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.5","","","","1"
"2023-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.3","","","","1"
"2023-03","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.3","","","","1"
"2023-04","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.2","","","","1"
"2023-05","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.2","","","","1"
"2023-06","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.1","","","","1"
"2023-07","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.9","","","","1"
"2023-08","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.2","","","","1"
"2023-09","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.1","","","","1"
"2023-10","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.2","","","","1"
"2023-11","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.3","","","","1"
"2023-12","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","5.3","","","","1"
"2024-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.1","","","","1"
"2024-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.0","","","","1"
"2024-03","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.5","","","","1"
"2024-04","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.2","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.3","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.2","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.7","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","7.5","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.0","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.0","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.5","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.2","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","7.1","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.7","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","7.1","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","7.0","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","7.0","","","","1"
"2025-06","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.5","","","","1"
"2025-07","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","7.2","","","","1"
"2025-08","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","8.0","","","","1"
"2025-09","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.6","","","","1"
"2025-10","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.3","","","","1"
"2025-11","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.1","","","","1"
"2025-12","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.3","","","","1"
"2026-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.7","","","","1"
"2026-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 years and over","Percent","239","units","0","v2627992","1.8.1.1.1","6.9","","","","1"
"2019-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.9","","","","1"
"2019-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.4","","","","1"
"2019-03","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.1","","","","1"
"2019-04","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.2","","","","1"
"2019-05","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.4","","","","1"
"2019-06","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.4","","","","1"
"2019-07","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.5","","","","1"
"2019-08","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.2","","","","1"
"2019-09","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.3","","","","1"
"2019-10","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.2","","","","1"
"2019-11","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.5","","","","1"
"2019-12","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","9.2","","","","1"
"2020-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.3","","","","1"
"2020-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.6","","","","1"
"2020-03","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","18.8","","","","1"
"2020-04","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","27.9","","","","1"
"2020-05","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","32.2","","","","1"
"2020-06","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","27.3","","","","1"
"2020-07","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","24.1","","","","1"
"2020-08","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","21.9","","","","1"
"2020-09","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","18.2","","","","1"
"2020-10","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","17.2","","","","1"
"2020-11","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","16.3","","","","1"
"2020-12","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","16.0","","","","1"
"2021-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","20.1","","","","1"
"2021-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","17.4","","","","1"
"2021-03","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","15.0","","","","1"
"2021-04","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","16.4","","","","1"
"2021-05","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","17.9","","","","1"
"2021-06","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","13.9","","","","1"
"2021-07","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","12.7","","","","1"
"2021-08","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.5","","","","1"
"2021-09","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.2","","","","1"
"2021-10","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","8.8","","","","1"
"2021-11","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","9.4","","","","1"
"2021-12","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","9.0","","","","1"
"2022-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","13.1","","","","1"
"2022-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.3","","","","1"
"2022-03","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","9.9","","","","1"
"2022-04","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.5","","","","1"
"2022-05","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.2","","","","1"
"2022-06","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","9.3","","","","1"
"2022-07","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.0","","","","1"
"2022-08","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","9.3","","","","1"
"2022-09","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.4","","","","1"
"2022-10","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.0","","","","1"
"2022-11","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","9.6","","","","1"
"2022-12","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","8.0","","","","1"
"2023-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.5","","","","1"
"2023-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.0","","","","1"
"2023-03","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","9.6","","","","1"
"2023-04","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.0","","","","1"
"2023-05","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.7","","","","1"
"2023-06","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.2","","","","1"
"2023-07","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.4","","","","1"
"2023-08","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.1","","","","1"
"2023-09","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.9","","","","1"
"2023-10","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","10.9","","","","1"
"2023-11","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.0","","","","1"
"2023-12","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","9.7","","","","1"
"2024-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.4","","","","1"
"2024-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.7","","","","1"
"2024-03","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","13.1","","","","1"
"2024-04","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","13.2","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","13.9","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","13.5","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","14.4","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","14.3","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","12.9","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","11.8","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","13.3","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","12.5","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","14.1","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","12.4","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","13.9","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","14.5","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","15.6","","","","1"
"2025-06","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","14.3","","","","1"
"2025-07","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","15.1","","","","1"
"2025-08","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","14.7","","","","1"
"2025-09","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","14.4","","","","1"
"2025-10","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","12.9","","","","1"
"2025-11","Canada","2021A000011124","Unemployment rate","Total, all education levels","Total - Gender","15 to 24 years","Percent","239","units","0","v2628082","1.8.1.1.2","12.0","","","","1"
